order_id,product_id,customer_id,order_date,sales_amount,discount,quantity,profit
ORD54264,PROD0119,CUST0459,02/22/2024,411.39,0.16,5,80.68
ORD62605,PROD0038,CUST0813,06/24/2024,417.6,0.28,5,48.83
ORD13930,PROD0119,CUST0575,09/23/2023,264.47,0.1,3,53.84
ORD25932,PROD0091,CUST0706,02/29/2024,1410.04,0.2,5,209.42
ORD18165,PROD0051,CUST0151,12/23/2023,349.84,0.22,1,59.74
ORD76724,PROD0045,CUST0713,09/08/2023,3188.48,0.2,8,378.52
ORD70246,PROD0051,CUST0637,12/25/2023,2870.46,0.2,8,156.54
ORD38531,PROD0080,CUST0103,02/22/2024,1079.66,0.17,3,181.64
ORD26730,PROD0044,CUST0791,04/23/2024,177.98,0.29,1,13.85
ORD11394,PROD0058,CUST0517,05/04/2024,2941.68,0.14,8,261.19
ORD26648,PROD0037,CUST0491,12/11/2023,1210.64,0.05,4,123.32
ORD27329,PROD0105,CUST0391,08/22/2023,163.24,0.22,2,19.59
ORD48575,PROD0080,CUST0431,05/11/2024,3785.33,0.03,9,568.33
ORD74019,PROD0105,CUST0989,10/20/2023,226.02,0.28,3,18.15
ORD51711,PROD0112,CUST0752,08/08/2023,2738.26,0.26,9,313.02
ORD13279,PROD0056,CUST0160,11/16/2023,1775.63,0.19,9,194.49
ORD76332,PROD0078,CUST0286,12/03/2023,2257.4,0.25,9,308.86
ORD20096,PROD0018,CUST0017,03/21/2024,1306.95,0.27,6,90.3
ORD41602,PROD0120,CUST0254,06/28/2024,1964.83,0.26,7,436.21
ORD15822,PROD0086,CUST0809,08/11/2023,74.42,0.16,1,16.05
ORD64956,PROD0088,CUST0385,12/20/2023,1016.95,0.11,9,93.02
ORD39476,PROD0019,CUST0273,04/21/2024,1459.28,0.01,3,255.92
ORD50796,PROD0039,CUST0400,05/31/2024,1266.96,0.2,6,252.12
ORD97365,PROD0059,CUST0081,06/12/2024,73.05,0.11,3,9.74
ORD55941,PROD0052,CUST0503,04/03/2024,340.85,0.21,1,50.91
ORD85600,PROD0116,CUST0529,12/30/2023,1195.5,0.23,7,241.92
ORD15955,PROD0104,CUST0765,09/11/2023,567.55,0.17,5,140.46
ORD19588,PROD0023,CUST0121,11/10/2023,1543.46,0.22,4,162.16
ORD62135,PROD0109,CUST0749,09/18/2023,411.24,0.12,7,39.63
ORD69109,PROD0073,CUST0437,01/31/2024,31.71,0.21,1,7.26
ORD30823,PROD0115,CUST0461,12/06/2023,102.76,0.1,6,21.19
ORD33071,PROD0076,CUST0243,11/22/2023,2734.22,0.14,7,371.59
ORD43195,PROD0066,CUST0382,01/31/2024,270.19,0.23,1,56.14
ORD48504,PROD0034,CUST0062,01/17/2024,1034.77,0.28,3,148.79
ORD17406,PROD0070,CUST0354,09/16/2023,45.82,0.28,1,3.03
ORD70462,PROD0060,CUST0125,03/02/2024,873.32,0.15,6,159.04
ORD35638,PROD0016,CUST0323,05/25/2024,2309.82,0.28,8,279.27
ORD67054,PROD0076,CUST0541,06/21/2024,2829.6,0.11,7,252.53
ORD14211,PROD0013,CUST0921,09/13/2023,161.52,0.2,1,25.73
ORD96858,PROD0097,CUST0408,08/22/2023,10.77,0.14,1,2.49
ORD41965,PROD0021,CUST0898,06/28/2024,1753.29,0.28,8,89.05
ORD42560,PROD0011,CUST0204,11/17/2023,197.74,0.23,8,37.34
ORD39069,PROD0061,CUST0302,04/10/2024,2239.1,0.2,6,314.03
ORD45960,PROD0109,CUST0554,10/18/2023,257.03,0.23,5,53.04
ORD57125,PROD0096,CUST0599,02/24/2024,3332.07,0.16,9,766.74
ORD14966,PROD0080,CUST0235,03/30/2024,1131.7,0.13,3,184.37
ORD33454,PROD0042,CUST0900,05/11/2024,1212.84,0.02,9,115.76
ORD93355,PROD0091,CUST0712,08/31/2023,2058.66,0.27,8,124.31
ORD21919,PROD0002,CUST0540,03/03/2024,2452.59,0.05,7,128.31
ORD94310,PROD0070,CUST0542,06/30/2024,286.38,0.1,5,41.44
ORD83297,PROD0045,CUST0908,03/14/2024,1315.25,0.12,3,109.24
ORD94280,PROD0030,CUST0345,06/30/2024,518.65,0.06,8,39.13
ORD19172,PROD0099,CUST0352,08/02/2023,173.28,0.29,2,39.89
ORD77464,PROD0019,CUST0924,03/09/2024,3449.21,0.22,9,793.03
ORD58337,PROD0065,CUST0127,11/12/2023,12.37,0.01,1,2.59
ORD70333,PROD0115,CUST0129,10/15/2023,35.02,0.08,2,2.71
ORD73301,PROD0009,CUST0836,02/08/2024,415.7,0.05,3,25.93
ORD78607,PROD0041,CUST0147,02/11/2024,195.11,0.27,1,26.24
ORD35700,PROD0015,CUST0748,02/04/2024,4264.68,0.01,9,248.52
ORD96600,PROD0084,CUST0098,07/27/2023,968.61,0.07,8,63.8
ORD95635,PROD0033,CUST0365,12/18/2023,221.76,0.12,9,53.97
ORD16312,PROD0013,CUST0396,09/20/2023,1453.68,0.1,8,293.57
ORD67056,PROD0062,CUST0421,01/30/2024,2458.46,0.17,8,574.28
ORD17908,PROD0060,CUST0358,09/02/2023,416.11,0.19,3,51.04
ORD79485,PROD0044,CUST0605,03/29/2024,616.67,0.18,3,38.45
ORD42926,PROD0090,CUST0389,11/01/2023,272.18,0.12,5,50.86
ORD76656,PROD0007,CUST0652,04/14/2024,2398.12,0.05,7,374.3
ORD76768,PROD0060,CUST0619,12/06/2023,457.21,0.11,3,66.41
ORD21671,PROD0094,CUST0036,05/09/2024,2458.11,0.27,7,309.75
ORD74541,PROD0033,CUST0308,05/06/2024,135.8,0.03,5,12.52
ORD72489,PROD0088,CUST0528,01/29/2024,316.13,0.17,3,21.94
ORD77241,PROD0091,CUST0933,04/04/2024,1357.16,0.23,5,88.37
ORD39985,PROD0076,CUST0785,08/06/2023,1526.08,0.16,4,274.62
ORD74370,PROD0089,CUST0708,10/16/2023,679.98,0.27,2,38.91
ORD41112,PROD0087,CUST0251,09/01/2023,984.65,0.19,7,183.65
ORD20274,PROD0027,CUST0593,03/19/2024,790.6,0.06,2,152.19
ORD87153,PROD0033,CUST0640,02/07/2024,92.96,0.17,4,22.59
ORD95642,PROD0042,CUST0070,10/12/2023,904.82,0.06,7,117.17
ORD91976,PROD0035,CUST0672,09/08/2023,2837.51,0.24,9,706.27
ORD82041,PROD0051,CUST0946,10/06/2023,2605.84,0.17,7,137.46
ORD75173,PROD0022,CUST0057,06/26/2024,2309.38,0.15,6,350.14
ORD69034,PROD0107,CUST0759,07/10/2023,144.46,0.15,1,7.54
ORD61615,PROD0057,CUST0670,12/15/2023,117.44,0.26,5,18.38
ORD67222,PROD0089,CUST0044,09/27/2023,1201.61,0.14,3,244.69
ORD48919,PROD0044,CUST0225,10/17/2023,360.98,0.28,2,32.15
ORD35788,PROD0088,CUST0327,10/07/2023,198.06,0.22,2,27.21
ORD85144,PROD0110,CUST0038,08/29/2023,1076.03,0.21,7,259.4
ORD87484,PROD0117,CUST0709,03/07/2024,1897.47,0.1,5,201.92
ORD79383,PROD0041,CUST0713,03/12/2024,1804.07,0.25,9,241.66
ORD31428,PROD0052,CUST0569,03/13/2024,2959.82,0.02,7,308.95
ORD45099,PROD0019,CUST0265,03/24/2024,884.41,0.1,2,108.61
ORD90434,PROD0119,CUST0122,07/16/2023,68.56,0.3,1,3.6
ORD75712,PROD0040,CUST0454,01/14/2024,1150.11,0.24,5,227.3
ORD81861,PROD0103,CUST0550,09/26/2023,365.52,0.04,1,40.19
ORD70763,PROD0005,CUST0312,04/09/2024,645.45,0.17,5,136.21
ORD29042,PROD0079,CUST0318,10/19/2023,2438.29,0.02,9,555.17
ORD17724,PROD0112,CUST0079,09/14/2023,316.59,0.23,1,67.51
ORD24200,PROD0011,CUST0835,01/13/2024,154.08,0.2,6,10.3
ORD46349,PROD0058,CUST0839,01/13/2024,3309.39,0.14,9,746.65
ORD61844,PROD0019,CUST0153,01/27/2024,3301.8,0.04,7,247.26
ORD26796,PROD0035,CUST0810,02/24/2024,323.58,0.22,1,76.86
ORD53262,PROD0031,CUST0548,06/30/2024,92.4,0.3,4,15.89
ORD32773,PROD0076,CUST0293,10/18/2023,908.38,0,2,196.5
ORD83515,PROD0012,CUST0823,03/01/2024,117.1,0.08,2,21.4
ORD55219,PROD0028,CUST0715,05/03/2024,865.78,0.12,8,165.54
ORD51944,PROD0022,CUST0656,01/10/2024,878.47,0.03,2,74.21
ORD39927,PROD0048,CUST0232,11/04/2023,1765.34,0.2,7,115.37
ORD84699,PROD0064,CUST0132,04/25/2024,682.38,0.15,6,152.67
ORD72584,PROD0081,CUST0075,09/22/2023,953.62,0.14,3,187.45
ORD55416,PROD0063,CUST0296,04/13/2024,771.93,0.13,6,186.53
ORD64328,PROD0018,CUST0859,08/27/2023,495.33,0.17,2,56.42
ORD85330,PROD0033,CUST0434,05/27/2024,224.28,0.11,9,33.5
ORD21432,PROD0044,CUST0018,01/28/2024,676.84,0.1,3,104.82
ORD72217,PROD0023,CUST0353,07/26/2023,3255.13,0.06,7,535.33
ORD12302,PROD0078,CUST0003,05/28/2024,892.93,0.11,3,74.45
ORD22117,PROD0018,CUST0972,08/26/2023,1483,0.29,7,189.01
ORD26054,PROD0023,CUST0532,06/09/2024,1543.46,0.22,4,344.44
ORD68445,PROD0056,CUST0951,03/01/2024,691.74,0.29,4,170.64
ORD69572,PROD0011,CUST0054,10/29/2023,271.57,0.06,9,20.87
ORD92613,PROD0112,CUST0772,01/22/2024,748.29,0.09,2,102.78
ORD51178,PROD0083,CUST0010,11/11/2023,2194.42,0.16,6,249.12
ORD22673,PROD0028,CUST0484,02/13/2024,92.24,0.25,1,8.74
ORD75956,PROD0103,CUST0940,06/15/2024,1401.16,0.08,4,267.08
ORD33375,PROD0025,CUST0121,07/19/2023,35.56,0.15,1,3.97
ORD77851,PROD0077,CUST0815,02/23/2024,2110.84,0.09,8,125.24
ORD98799,PROD0109,CUST0843,01/02/2024,93.46,0.3,2,14.43
ORD36145,PROD0062,CUST0995,12/11/2023,1033,0.07,3,258.21
ORD25195,PROD0102,CUST0442,02/01/2024,2215.04,0.02,8,521.65
ORD65595,PROD0051,CUST0125,09/15/2023,3875.13,0.04,9,710.92
ORD54789,PROD0106,CUST1000,02/01/2024,73.74,0.28,2,4.8
ORD76694,PROD0027,CUST0702,11/17/2023,416.32,0.01,1,79.54
ORD97064,PROD0010,CUST0278,07/01/2024,383.1,0.16,1,95.69
ORD90626,PROD0050,CUST0107,04/24/2024,74.74,0.08,3,6.87
ORD58524,PROD0104,CUST0752,12/22/2023,210.61,0.23,2,33.68
ORD70321,PROD0114,CUST0522,11/25/2023,940.67,0.21,8,234.07
ORD27263,PROD0096,CUST0427,12/06/2023,3411.4,0.14,9,586.49
ORD33008,PROD0107,CUST0490,05/16/2024,605.02,0.11,4,119.95
ORD59639,PROD0069,CUST0090,07/28/2023,2166.48,0.25,6,114.55
ORD31839,PROD0016,CUST0855,11/12/2023,1784.49,0.11,5,299.81
ORD80386,PROD0097,CUST0375,09/22/2023,56.34,0.25,6,10.33
ORD86658,PROD0042,CUST0669,08/17/2023,1064.33,0.14,9,240.01
ORD80605,PROD0102,CUST0769,05/01/2024,474.65,0.16,2,112.72
ORD36681,PROD0065,CUST0779,11/20/2023,39.97,0.2,4,9.27
ORD56051,PROD0011,CUST0239,02/12/2024,53.29,0.17,2,4.87
ORD93684,PROD0111,CUST0362,04/13/2024,118.35,0.09,9,12.43
ORD12142,PROD0093,CUST0595,01/06/2024,2506.14,0.19,7,562.35
ORD79628,PROD0082,CUST0990,09/02/2023,1496.97,0.06,6,97.7
ORD19739,PROD0033,CUST0710,04/27/2024,26.88,0.04,1,4.99
ORD13665,PROD0001,CUST0140,10/16/2023,1851.57,0.13,8,161.35
ORD39202,PROD0037,CUST0234,02/15/2024,283.55,0.11,1,41.04
ORD52031,PROD0116,CUST0358,06/06/2024,1313.06,0.26,8,267.82
ORD28146,PROD0052,CUST0488,04/10/2024,340.85,0.21,1,59.42
ORD49686,PROD0084,CUST0081,01/10/2024,479.1,0.08,4,79.45
ORD48317,PROD0110,CUST0774,05/25/2024,1663.66,0.05,9,218.2
ORD74131,PROD0037,CUST0486,03/02/2024,630.81,0.01,2,73.25
ORD96235,PROD0038,CUST0772,08/19/2023,309.72,0.11,3,52.63
ORD85794,PROD0018,CUST0082,08/08/2023,1900.74,0.09,7,188.05
ORD90873,PROD0067,CUST0496,08/29/2023,268.49,0.12,9,63.5
ORD87945,PROD0091,CUST0036,02/09/2024,920.05,0.13,3,215.03
ORD92372,PROD0034,CUST0941,09/03/2023,1135.37,0.21,3,101.92
ORD26170,PROD0119,CUST0469,06/16/2024,96.97,0.01,1,14.14
ORD85236,PROD0081,CUST0280,02/02/2024,554.43,0.25,2,129.79
ORD45957,PROD0013,CUST0289,01/09/2024,908.55,0.1,5,54.52
ORD14384,PROD0100,CUST0420,02/09/2024,3132.19,0.14,8,514.01
ORD32030,PROD0051,CUST0899,12/09/2023,1704.34,0.24,5,93.14
ORD27977,PROD0029,CUST0590,04/26/2024,642.2,0.23,2,159.25
ORD31877,PROD0032,CUST0244,10/07/2023,152.61,0.23,1,18.95
ORD11471,PROD0071,CUST0452,11/28/2023,1748.37,0.22,5,90.34
ORD19871,PROD0049,CUST0875,03/17/2024,2002.77,0.24,7,128.75
ORD38958,PROD0080,CUST0618,05/03/2024,1691.04,0.22,5,394.12
ORD25953,PROD0032,CUST0700,05/27/2024,174.42,0.12,1,22
ORD47064,PROD0004,CUST0460,02/15/2024,1233.14,0.14,6,92.76
ORD70579,PROD0018,CUST0729,07/07/2023,435.65,0.27,2,107.31
ORD50660,PROD0029,CUST0305,04/26/2024,354.46,0.15,1,66.64
ORD24015,PROD0092,CUST0257,04/09/2024,168.46,0.18,2,35.1
ORD96432,PROD0051,CUST0381,09/09/2023,3076.78,0.02,7,472.8
ORD55865,PROD0048,CUST0797,02/21/2024,747.12,0.21,3,149.49
ORD91162,PROD0068,CUST0059,11/19/2023,1056.82,0.22,5,116.81
ORD10916,PROD0038,CUST0687,11/05/2023,185.6,0.2,2,11.92
ORD62281,PROD0047,CUST0433,05/31/2024,1422.36,0.25,8,340.53
ORD45503,PROD0076,CUST0287,12/12/2023,717.62,0.21,2,140.2
ORD97658,PROD0042,CUST0559,02/03/2024,935.07,0.15,8,208.16
ORD78865,PROD0120,CUST0635,05/09/2024,265.52,0.3,1,48.17
ORD14928,PROD0109,CUST0096,08/26/2023,229.65,0.14,4,30.53
ORD94519,PROD0031,CUST0535,10/13/2023,26.07,0.21,1,5.8
ORD83449,PROD0025,CUST0382,06/27/2024,62.76,0.25,2,10.76
ORD33661,PROD0047,CUST0881,02/27/2024,576.06,0.19,3,51.4
ORD81223,PROD0040,CUST0617,11/05/2023,1398.29,0.23,6,265.72
ORD19948,PROD0074,CUST0167,04/20/2024,1049.01,0.21,3,200.75
ORD93724,PROD0091,CUST0706,03/15/2024,2887.06,0.09,9,262.9
ORD37422,PROD0013,CUST0598,11/11/2023,1562.71,0.14,9,107.59
ORD21554,PROD0087,CUST0116,04/04/2024,527.93,0.24,4,90.46
ORD68531,PROD0041,CUST0373,12/06/2023,1395.15,0.13,6,204.45
ORD49578,PROD0120,CUST0348,07/29/2023,1744.83,0.08,5,112.1
ORD16255,PROD0083,CUST0035,05/17/2024,3213.25,0.18,9,600.44
ORD23722,PROD0046,CUST0730,09/13/2023,341.8,0.24,1,70.91
ORD61050,PROD0047,CUST0338,09/01/2023,1337.02,0.06,6,236.86
ORD41808,PROD0020,CUST0057,09/09/2023,2606.37,0.02,6,424.24
ORD81235,PROD0104,CUST0166,10/11/2023,485.5,0.29,5,96.41
ORD67465,PROD0057,CUST0791,01/15/2024,73.32,0.23,3,4.94
ORD32593,PROD0077,CUST0599,08/11/2023,2400.79,0.08,9,402.04
ORD51623,PROD0076,CUST0600,04/07/2024,2725.14,0.25,8,200.98
ORD78955,PROD0064,CUST0607,05/05/2024,1168.07,0.03,9,87.94
ORD60196,PROD0003,CUST0850,03/05/2024,45.63,0.02,4,7.96
ORD36775,PROD0110,CUST0960,08/14/2023,311.33,0.2,2,55.21
ORD98315,PROD0074,CUST0908,09/08/2023,345.24,0.22,1,42.06
ORD61672,PROD0033,CUST0732,09/02/2023,176.4,0.3,9,9.91
ORD65732,PROD0003,CUST0508,07/08/2023,9.08,0.22,1,1.12
ORD14055,PROD0106,CUST0620,10/27/2023,202.28,0.21,5,40.1
ORD59132,PROD0067,CUST0754,01/28/2024,131.53,0.03,4,29.58
ORD27138,PROD0023,CUST0137,01/02/2024,880.57,0.11,2,92.64
ORD94670,PROD0006,CUST0165,07/10/2023,2978.04,0.13,8,529.95
ORD77455,PROD0014,CUST0997,06/27/2024,482.6,0.15,8,44.59
ORD40732,PROD0036,CUST0217,12/14/2023,1750.35,0.13,5,228.88
ORD64744,PROD0085,CUST0340,08/08/2023,465.11,0.11,6,79.82
ORD90709,PROD0023,CUST0173,04/22/2024,1380.21,0.07,3,134.62
ORD31660,PROD0098,CUST0898,07/01/2024,308.83,0.25,1,49.7
ORD73354,PROD0021,CUST0477,01/08/2024,1753.29,0.04,6,184.57
ORD29172,PROD0053,CUST0833,01/11/2024,402.72,0.14,2,72.91
ORD36827,PROD0091,CUST0546,08/10/2023,962.35,0.09,3,167.13
ORD40936,PROD0106,CUST0100,07/19/2023,139.8,0.09,3,25.77
ORD52250,PROD0029,CUST0374,07/01/2023,366.97,0.12,1,33.47
ORD73686,PROD0009,CUST0891,12/09/2023,328.19,0.25,3,27.27
ORD91253,PROD0082,CUST0326,11/09/2023,238.88,0.1,1,20.07
ORD20502,PROD0027,CUST0129,02/21/2024,714.9,0.15,2,154.34
ORD59254,PROD0030,CUST0292,03/06/2024,57.93,0.16,1,6.36
ORD53409,PROD0076,CUST0600,01/05/2024,449.65,0.01,1,78.34
ORD68859,PROD0043,CUST0160,04/07/2024,1194.24,0.09,5,218.12
ORD94412,PROD0005,CUST0210,04/02/2024,1203.8,0.14,9,283.68
ORD94799,PROD0048,CUST0306,02/09/2024,523.3,0.17,2,84.01
ORD54760,PROD0051,CUST0188,05/17/2024,3592.57,0.11,9,240.9
ORD16718,PROD0099,CUST0581,10/20/2023,623.57,0.27,7,45.82
ORD74879,PROD0026,CUST0407,09/16/2023,1786.49,0.04,9,155.87
ORD44180,PROD0100,CUST0917,03/07/2024,3851.5,0.06,9,857.83
ORD51110,PROD0050,CUST0531,03/12/2024,177.92,0.27,9,22.99
ORD84240,PROD0057,CUST0793,10/03/2023,90.14,0.29,4,15.97
ORD68218,PROD0118,CUST0392,11/14/2023,1128,0.07,6,71.53
ORD40705,PROD0094,CUST0381,09/16/2023,2996.88,0.11,7,315.6
ORD56395,PROD0120,CUST0363,07/27/2023,1198.62,0.21,4,122.9
ORD27480,PROD0039,CUST0643,05/01/2024,704.75,0.11,3,160.43
ORD89136,PROD0092,CUST0516,05/27/2024,149.97,0.27,2,26.87
ORD44384,PROD0085,CUST0505,04/09/2024,224.72,0.14,3,36.03
ORD71694,PROD0040,CUST0247,01/26/2024,883.77,0.27,4,115.21
ORD75058,PROD0084,CUST0919,08/11/2023,958.2,0.08,8,81.3
ORD59332,PROD0093,CUST0098,11/02/2023,2939.3,0.05,7,489.96
ORD57648,PROD0005,CUST0475,07/10/2023,535.02,0.14,4,92.56
ORD29725,PROD0069,CUST0781,09/08/2023,2773.09,0.28,8,638.94
ORD61265,PROD0004,CUST0599,04/19/2024,212.69,0.11,1,34.51
ORD98731,PROD0025,CUST0465,11/04/2023,267.36,0.29,9,59.68
ORD53715,PROD0084,CUST0345,12/31/2023,102.85,0.21,1,19.4
ORD41730,PROD0067,CUST0457,10/06/2023,128.82,0.24,5,27.85
ORD32600,PROD0033,CUST0824,06/19/2024,68.88,0.18,3,17.1
ORD32453,PROD0057,CUST0438,05/05/2024,102.84,0.19,4,22.85
ORD96170,PROD0036,CUST0010,08/08/2023,3259.28,0.1,9,609.31
ORD90043,PROD0087,CUST0192,09/13/2023,790.15,0.09,5,189.63
ORD45980,PROD0087,CUST0082,03/13/2024,295.22,0.15,2,67.72
ORD32564,PROD0031,CUST0640,01/31/2024,23.43,0.29,1,4.11
ORD74567,PROD0016,CUST0239,02/26/2024,697.76,0.13,2,142.34
ORD73513,PROD0027,CUST0947,11/14/2023,2855.4,0.03,7,473.66
ORD28617,PROD0063,CUST0669,12/26/2023,1091.35,0.18,9,235.94
ORD89228,PROD0005,CUST0990,03/23/2024,1132.26,0.09,8,91.42
ORD45868,PROD0037,CUST0443,12/09/2023,927.1,0.03,3,81.65
ORD67386,PROD0119,CUST0875,06/27/2024,570.07,0.03,6,103.81
ORD34723,PROD0061,CUST0307,05/29/2024,1119.55,0.2,3,119.34
ORD60543,PROD0081,CUST0899,07/03/2023,1707.64,0.23,6,189.61
ORD72448,PROD0023,CUST0245,06/08/2024,1484.1,0.25,4,115.68
ORD44008,PROD0103,CUST0973,04/14/2024,1408.78,0.26,5,192.97
ORD35956,PROD0104,CUST0342,12/05/2023,311.81,0.24,3,15.67
ORD89075,PROD0039,CUST0070,09/02/2023,213.8,0.19,1,26.87
ORD14976,PROD0030,CUST0326,05/16/2024,55.87,0.19,1,3.27
ORD95240,PROD0055,CUST0587,02/17/2024,115,0.2,1,15.77
ORD43200,PROD0042,CUST0076,03/28/2024,946.07,0.14,8,57.78
ORD89279,PROD0016,CUST0864,06/04/2024,1022.58,0.15,3,191.74
ORD74685,PROD0054,CUST0865,07/26/2023,592.91,0.02,3,62.85
ORD76990,PROD0023,CUST0168,03/27/2024,3245.23,0.18,8,310.5
ORD86601,PROD0103,CUST0028,05/04/2024,2707.13,0.21,9,338.76
ORD10929,PROD0022,CUST0810,11/15/2023,3441.43,0.05,8,241.59
ORD51482,PROD0017,CUST0882,12/22/2023,197.14,0.28,2,35.43
ORD82935,PROD0112,CUST0506,10/19/2023,1582.93,0.23,5,304.68
ORD75514,PROD0067,CUST0051,08/21/2023,216.62,0.29,9,30.46
ORD84697,PROD0092,CUST0737,11/24/2023,186.95,0.09,2,13.7
ORD83035,PROD0009,CUST0392,11/21/2023,714.71,0.3,7,152.47
ORD32784,PROD0033,CUST0778,06/02/2024,188.16,0.16,8,19.39
ORD33730,PROD0014,CUST0990,08/23/2023,459.89,0.28,9,89.13
ORD55146,PROD0053,CUST0616,12/15/2023,597.06,0.15,3,43.61
ORD86238,PROD0099,CUST0748,02/01/2024,760.25,0.11,7,97.31
ORD98417,PROD0093,CUST0052,03/31/2024,2568.02,0.17,7,613.74
ORD46670,PROD0079,CUST0701,08/28/2023,431.26,0.22,2,52.15
ORD96128,PROD0057,CUST0994,08/18/2023,111.72,0.12,4,17.03
ORD84392,PROD0030,CUST0594,08/07/2023,515.21,0.17,9,112.13
ORD10389,PROD0068,CUST0399,06/30/2024,1111.02,0.18,5,177.9
ORD74968,PROD0108,CUST0501,12/21/2023,409.42,0.28,2,60.37
ORD77367,PROD0110,CUST0996,09/27/2023,496.18,0.15,3,92.97
ORD40399,PROD0096,CUST0458,04/29/2024,321.75,0.27,1,29.16
ORD61710,PROD0068,CUST0513,07/01/2023,482.34,0.11,2,55.15
ORD22698,PROD0051,CUST0645,02/11/2024,1686.4,0.06,4,101.91
ORD21868,PROD0031,CUST0345,01/11/2024,211.2,0.2,8,34.29
ORD22348,PROD0096,CUST0432,08/04/2023,1917.26,0.13,5,409.18
ORD76831,PROD0021,CUST0343,02/16/2024,1047.1,0.14,4,70.3
ORD51462,PROD0076,CUST0601,03/06/2024,3560.85,0.02,8,309.6
ORD33499,PROD0017,CUST0156,02/03/2024,948.72,0.23,9,222.9
ORD50119,PROD0003,CUST0407,11/16/2023,64.25,0.08,6,12.85
ORD70149,PROD0101,CUST0421,06/06/2024,24.69,0.22,3,2
ORD77833,PROD0014,CUST0026,08/30/2023,212.91,0.25,4,33.54
ORD35457,PROD0110,CUST0087,08/26/2023,157.61,0.19,1,38.2
ORD62953,PROD0001,CUST0218,06/18/2024,2154.84,0.1,9,413.98
ORD52671,PROD0035,CUST0356,07/08/2023,3696.22,0.01,9,391.95
ORD81334,PROD0100,CUST0171,11/27/2023,1065.31,0.22,3,199.18
ORD96220,PROD0070,CUST0055,08/23/2023,183.28,0.28,4,43.54
ORD20230,PROD0052,CUST0705,06/05/2024,3067.68,0.21,9,715.08
ORD14330,PROD0093,CUST0114,06/19/2024,1034.28,0.22,3,94.28
ORD14227,PROD0103,CUST0919,10/15/2023,1622,0.29,6,339.47
ORD75010,PROD0074,CUST0272,10/10/2023,2912.44,0.06,7,461.13
ORD60599,PROD0088,CUST0172,10/18/2023,190.44,0.25,2,21.34
ORD68434,PROD0001,CUST0415,12/03/2023,840.65,0.21,4,187.73
ORD97942,PROD0011,CUST0280,04/21/2024,23.11,0.28,1,5.01
ORD64084,PROD0062,CUST0280,07/16/2023,2073.4,0.2,7,457.91
ORD32669,PROD0091,CUST0797,02/11/2024,257.33,0.27,1,16.61
ORD46668,PROD0077,CUST0828,03/02/2024,1020.62,0.12,4,104.1
ORD14252,PROD0104,CUST0159,04/16/2024,984.67,0.1,8,171.96
ORD20435,PROD0019,CUST0893,12/06/2023,1916.23,0.22,5,359.57
ORD64397,PROD0062,CUST0556,03/16/2024,718.28,0.03,2,53.43
ORD17117,PROD0042,CUST0440,09/01/2023,798.93,0.17,7,197
ORD30829,PROD0012,CUST0572,11/20/2023,567.03,0.01,9,77.15
ORD13113,PROD0064,CUST0033,05/11/2024,1048.99,0.02,8,94.45
ORD14214,PROD0059,CUST0939,03/02/2024,154.31,0.06,6,22.82
ORD78932,PROD0033,CUST0410,06/06/2024,128.8,0.08,5,23.57
ORD73678,PROD0117,CUST0828,07/29/2023,1075.23,0.15,3,213.22
ORD99960,PROD0114,CUST0076,09/18/2023,781.41,0.25,7,115.1
ORD73028,PROD0013,CUST0416,10/21/2023,399.76,0.01,2,81.55
ORD34797,PROD0080,CUST0041,09/15/2023,2263.39,0.13,6,546.83
ORD99364,PROD0090,CUST0954,11/24/2023,117.53,0.05,2,16.49
ORD28769,PROD0112,CUST0842,09/06/2023,1348.57,0.18,4,175.59
ORD16083,PROD0087,CUST0307,03/07/2024,948.18,0.09,6,150.38
ORD96701,PROD0020,CUST0361,02/28/2024,2047.86,0.23,6,414.93
ORD10342,PROD0080,CUST0625,05/15/2024,858.53,0.01,2,112.02
ORD18916,PROD0006,CUST0540,08/18/2023,355.14,0.17,1,58.5
ORD66482,PROD0070,CUST0110,10/12/2023,115.82,0.09,2,24.94
ORD60896,PROD0014,CUST0272,10/28/2023,272.52,0.04,4,34.75
ORD37629,PROD0043,CUST0931,04/03/2024,755.91,0.04,3,149.8
ORD41685,PROD0004,CUST0209,02/02/2024,1099.31,0.08,5,86.18
ORD93063,PROD0073,CUST0148,11/13/2023,112.39,0.3,4,19.67
ORD79111,PROD0061,CUST0482,10/22/2023,2644.94,0.19,7,435.8
ORD55184,PROD0118,CUST0515,08/12/2023,950.1,0.06,5,219.05
ORD84807,PROD0021,CUST0830,12/07/2023,1442.81,0.21,6,223.05
ORD32618,PROD0005,CUST0350,04/19/2024,220.85,0.29,2,18.04
ORD56445,PROD0085,CUST0346,07/23/2023,564.41,0.19,8,101.73
ORD29225,PROD0113,CUST0397,07/15/2023,269.88,0.26,5,27.06
ORD94099,PROD0048,CUST0309,07/12/2023,2143.63,0.15,8,107.42
ORD75875,PROD0055,CUST0588,01/16/2024,1138.5,0.12,9,99.38
ORD34666,PROD0100,CUST0917,08/12/2023,1729.99,0.24,5,145.09
ORD74596,PROD0102,CUST0559,05/30/2024,652.64,0.23,3,139.69
ORD72701,PROD0110,CUST0440,05/13/2024,1488.54,0.15,9,285.39
ORD40007,PROD0103,CUST0633,06/15/2024,1187.94,0.22,4,78.8
